Season,Week,Tm_name,Date,Win,OT,Home,Opp_Name,Tm_Pts,Opp_Pts,Spread,Total,Actual_Total,Div_Game
2015,14,TAM,13-Dec,0,0,1,NOR,17,24,-4.5,50.5,41,2
2015,15,TAM,17-Dec,0,0,0,RAM,23,31,2.5,41,54,0
2015,16,TAM,27-Dec,0,0,1,CHI,21,26,-3,45,47,0
2015,17,TAM,3-Jan,0,0,0,CAR,10,38,10,46,48,2
2015,1,OTI,13-Sep,1,0,0,TAM,42,14,3,41,56,0
2015,2,OTI,20-Sep,0,0,0,CLE,14,28,-2,41,42,0
2015,3,OTI,27-Sep,0,0,1,CLT,33,35,3.5,46,68,1
2015,5,OTI,11-Oct,0,0,1,BUF,13,14,1,42,27,0
2015,6,OTI,18-Oct,0,0,1,MIA,10,38,-2,43.5,48,0
2015,7,OTI,25-Oct,0,0,1,ATL,7,10,6,47,17,0
2015,8,OTI,1-Nov,0,0,0,HTX,6,20,3.5,42.5,26,1
2015,9,OTI,8-Nov,1,1,0,NOR,34,28,7.5,48,62,0
2015,10,OTI,15-Nov,0,0,1,CAR,10,27,4,44.5,37,0
2015,11,OTI,19-Nov,0,0,0,JAX,13,19,2.5,43,32,1
2015,12,OTI,29-Nov,0,0,1,RAI,21,24,1,44,45,0
2015,13,OTI,6-Dec,1,0,1,JAX,42,39,-2.5,43.5,81,2
2015,14,OTI,13-Dec,0,0,0,NYJ,8,30,7,43,38,0
2015,15,OTI,20-Dec,0,0,0,NWE,16,33,14,46.5,49,0
2015,16,OTI,27-Dec,0,0,1,HTX,6,34,3.5,40,40,2
2015,17,OTI,3-Jan,0,0,0,CLT,24,30,4.5,39,54,2
2015,1,WAS,13-Sep,0,0,1,MIA,10,17,3,43.5,27,0
2015,2,WAS,20-Sep,1,0,1,RAM,24,10,3,41,34,0
2015,3,WAS,24-Sep,0,0,0,NYG,21,32,3.5,44,53,1
2015,4,WAS,4-Oct,1,0,1,PHI,23,20,3,44,43,1
2015,5,WAS,11-Oct,0,1,0,ATL,19,25,7,48,44,0
2015,6,WAS,18-Oct,0,0,0,NYJ,20,34,7,40.5,54,0
2015,7,WAS,25-Oct,1,0,1,TAM,31,30,-3,42.5,61,0
2015,9,WAS,8-Nov,0,0,0,NWE,10,27,14,52,37,0
2015,10,WAS,15-Nov,1,0,1,NOR,47,14,1,50,61,0
2015,11,WAS,22-Nov,0,0,0,CAR,16,44,7,44.5,60,0
2015,12,WAS,29-Nov,1,0,1,NYG,20,14,2.5,47,34,2
2015,13,WAS,7-Dec,0,0,1,DAL,16,19,-3.5,42,35,1
2015,14,WAS,13-Dec,1,0,0,CHI,24,21,3.5,43,45,0
2015,15,WAS,20-Dec,1,0,1,BUF,35,25,2.5,44,60,0
2015,16,WAS,26-Dec,1,0,0,PHI,38,24,3,48,62,2
2015,17,WAS,3-Jan,1,0,0,DAL,34,23,3.5,39.5,57,2
2016,1,CRD,11-Sep,0,0,1,NWE,21,23,-9,44.5,44,0
2016,2,CRD,18-Sep,1,0,1,TAM,40,7,-7.5,49.5,47,0
2016,3,CRD,25-Sep,0,0,0,BUF,18,33,-5,48,51,0
2016,4,CRD,2-Oct,0,0,1,RAM,13,17,-10,43.5,30,1
2016,5,CRD,6-Oct,1,0,0,SFO,33,21,-3.5,42.5,54,1
2016,6,CRD,17-Oct,1,0,1,NYJ,28,3,-7,45.5,31,0
2016,7,CRD,23-Oct,0,1,1,SEA,6,6,-2.5,43,12,1
2016,8,CRD,30-Oct,0,0,0,CAR,20,30,2.5,45.5,50,0
2016,10,CRD,13-Nov,1,0,1,SFO,23,20,-13.5,46.5,43,2
2016,11,CRD,20-Nov,0,0,0,MIN,24,30,2,39.5,54,0
2016,12,CRD,27-Nov,0,0,0,ATL,19,38,4,49,57,0
2016,13,CRD,4-Dec,1,0,1,WAS,31,23,-2.5,48.5,54,0
2016,14,CRD,11-Dec,0,0,0,MIA,23,26,-2,44,49,0
2016,15,CRD,18-Dec,0,0,1,NOR,41,48,-3,48.5,89,0
2016,16,CRD,24-Dec,1,0,0,SEA,34,31,9,43.5,65,2
2016,17,CRD,1-Jan,1,0,0,RAM,44,6,-7,39,50,2
2016,1,ATL,11-Sep,0,0,1,TAM,24,31,-2.5,46.5,55,1
2016,2,ATL,18-Sep,1,0,0,RAI,35,28,4,47.5,63,0
2016,3,ATL,26-Sep,1,0,0,NOR,45,32,2.5,54,77,1
2016,4,ATL,2-Oct,1,0,1,CAR,48,33,2.5,48.5,81,1
2016,5,ATL,9-Oct,1,0,0,DEN,23,16,3.5,44.5,39,0
2016,6,ATL,16-Oct,0,0,0,SEA,24,26,7,45.5,50,0
2016,7,ATL,23-Oct,0,1,1,SDG,30,33,-4.5,52.5,63,0
2016,8,ATL,30-Oct,1,0,1,GNB,33,32,-3,51,65,0
2016,9,ATL,3-Nov,1,0,0,TAM,43,28,-4.5,49,71,2
2016,10,ATL,13-Nov,0,0,0,PHI,15,24,2,48.5,39,0
2016,12,ATL,27-Nov,1,0,1,CRD,38,19,-4,49,57,0
2016,13,ATL,4-Dec,0,0,1,KAN,28,29,-5,50,57,0
2016,14,ATL,11-Dec,1,0,0,RAM,42,14,-4.5,44,56,0
2016,15,ATL,18-Dec,1,0,1,SFO,41,13,-13.5,51.5,54,0
2016,16,ATL,24-Dec,1,0,0,CAR,33,16,-3,49,49,2
2016,17,ATL,1-Jan,1,0,1,NOR,38,32,-7.5,58.5,70,2
2016,1,RAV,11-Sep,1,0,1,BUF,13,7,-3,44.5,20,0
2016,2,RAV,18-Sep,1,0,0,CLE,25,20,-4,42,45,1
2016,3,RAV,25-Sep,1,0,0,JAX,19,17,-2.5,45,36,0
2016,4,RAV,2-Oct,0,0,1,RAI,27,28,-3.5,45,55,0
2016,5,RAV,9-Oct,0,0,1,WAS,10,16,-4,44.5,26,0
2016,6,RAV,16-Oct,0,0,0,NYG,23,27,3.5,42.5,50,0
2016,7,RAV,23-Oct,0,0,0,NYJ,16,24,2.5,40,40,0
2016,9,RAV,6-Nov,1,0,1,PIT,21,14,3.5,46,35,1
2016,10,RAV,10-Nov,1,0,1,CLE,28,7,-7.5,44,35,2
2016,11,RAV,20-Nov,0,0,0,DAL,17,27,7,44.5,44,0
2016,12,RAV,27-Nov,1,0,1,CIN,19,14,-3.5,41.5,33,1
2016,13,RAV,4-Dec,1,0,1,MIA,38,6,-3.5,41.5,44,0
2016,14,RAV,12-Dec,0,0,0,NWE,23,30,6,45,53,0
2016,15,RAV,18-Dec,1,0,1,PHI,27,26,-5,41,53,0
2016,16,RAV,25-Dec,0,0,0,PIT,27,31,5.5,46.5,58,2
2016,17,RAV,1-Jan,0,0,0,CIN,10,27,-2.5,40.5,37,2
2016,1,BUF,11-Sep,0,0,0,RAV,7,13,3,44.5,20,0
2016,2,BUF,15-Sep,0,0,1,NYJ,31,37,-1,40.5,68,1
2016,3,BUF,25-Sep,1,0,1,CRD,33,18,5,48,51,0
2016,4,BUF,2-Oct,1,0,0,NWE,16,0,3.5,41,16,1
2016,5,BUF,9-Oct,1,0,0,RAM,30,19,-2.5,41.5,49,0
2016,6,BUF,16-Oct,1,0,1,SFO,45,16,-7.5,44,61,0
2016,7,BUF,23-Oct,0,0,0,MIA,25,28,-2.5,46,53,1
2016,8,BUF,30-Oct,0,0,1,NWE,25,41,5.5,48,66,2
2016,9,BUF,7-Nov,0,0,0,SEA,25,31,5.5,43.5,56,0
2016,11,BUF,20-Nov,1,0,0,CIN,16,12,2.5,48,28,0
2016,12,BUF,27-Nov,1,0,1,JAX,28,21,-8.5,43.5,49,0
2016,13,BUF,4-Dec,0,0,0,RAI,24,38,3,48.5,62,0
2016,14,BUF,11-Dec,0,0,1,PIT,20,27,1,45.5,47,0
2016,15,BUF,18-Dec,1,0,1,CLE,33,13,-10.5,43,46,0
2016,16,BUF,24-Dec,0,1,1,MIA,31,34,-4.5,44.5,65,2
2016,17,BUF,1-Jan,0,0,0,NYJ,10,30,-3.5,43,40,2
2016,1,CAR,8-Sep,0,0,0,DEN,20,21,-3,40.5,41,0
2016,2,CAR,18-Sep,1,0,1,SFO,46,27,-12,44.5,73,0
2016,3,CAR,25-Sep,0,0,1,MIN,10,22,-6,43,32,0
2016,4,CAR,2-Oct,0,0,0,ATL,33,48,-2.5,48.5,81,1
2016,5,CAR,10-Oct,0,0,1,TAM,14,17,-6,46.5,31,1
2016,6,CAR,16-Oct,0,0,0,NOR,38,41,-2.5,53.5,79,1
2016,8,CAR,30-Oct,1,0,1,CRD,30,20,-2.5,45.5,50,0
2016,9,CAR,6-Nov,1,0,0,RAM,13,10,-3,44.5,23,0
2016,10,CAR,13-Nov,0,0,1,KAN,17,20,-3,44,37,0
2016,11,CAR,17-Nov,1,0,1,NOR,23,20,-3.5,52.5,43,2
2016,12,CAR,27-Nov,0,0,0,RAI,32,35,3.5,48.5,67,0
2016,13,CAR,4-Dec,0,0,0,SEA,7,40,8,43.5,47,0
2016,14,CAR,11-Dec,1,0,1,SDG,28,16,-1,48.5,44,0
2016,15,CAR,19-Dec,1,0,0,WAS,26,15,7,50.5,41,0
2016,16,CAR,24-Dec,0,0,1,ATL,16,33,3,49,49,2
2016,17,CAR,1-Jan,0,0,0,TAM,16,17,3,44.5,33,2
2016,1,CHI,11-Sep,0,0,0,HTX,14,23,5.5,43,37,0
2016,2,CHI,19-Sep,0,0,1,PHI,14,29,-3,42.5,43,0
2016,3,CHI,25-Sep,0,0,0,DAL,17,31,6.5,44.5,48,0
2016,4,CHI,2-Oct,1,0,1,DET,17,14,3,48,31,1
2016,5,CHI,9-Oct,0,0,0,CLT,23,29,4,47.5,52,0
2016,6,CHI,16-Oct,0,0,1,JAX,16,17,-2.5,46,33,0
2016,7,CHI,20-Oct,0,0,0,GNB,10,26,7.5,46.5,36,1
2016,8,CHI,31-Oct,1,0,1,MIN,20,10,4.5,39.5,30,1
2016,10,CHI,13-Nov,0,0,0,TAM,10,36,-2.5,45,46,0
2016,11,CHI,20-Nov,0,0,0,NYG,16,22,7,41.5,38,0
2016,12,CHI,27-Nov,0,0,1,OTI,21,27,6.5,41.5,48,0
2016,13,CHI,4-Dec,1,0,1,SFO,26,6,0,44,32,0
2016,14,CHI,11-Dec,0,0,0,DET,17,20,7.5,42,37,2
2016,15,CHI,18-Dec,0,0,1,GNB,27,30,4.5,40,57,2
2016,16,CHI,24-Dec,0,0,1,WAS,21,41,3,49,62,0
2016,17,CHI,1-Jan,0,0,0,MIN,10,38,6,44,48,2
2016,1,CIN,11-Sep,1,0,0,NYJ,23,22,1,42,45,0
2016,2,CIN,18-Sep,0,0,0,PIT,16,24,3,48,40,1
2016,3,CIN,25-Sep,0,0,1,DEN,17,29,-3.5,42,46,0
2016,4,CIN,29-Sep,1,0,1,MIA,22,7,-7.5,46,29,0
2016,5,CIN,9-Oct,0,0,0,DAL,14,28,-2.5,46,42,0
2016,6,CIN,16-Oct,0,0,0,NWE,17,35,7.5,48,52,0
2016,7,CIN,23-Oct,1,0,1,CLE,31,17,-11,46.5,48,1
2016,8,CIN,30-Oct,0,1,1,WAS,27,27,-3,49,54,0
2016,10,CIN,14-Nov,0,0,0,NYG,20,21,-1,49.5,41,0
2016,11,CIN,20-Nov,0,0,1,BUF,12,16,-2.5,48,28,0
2016,12,CIN,27-Nov,0,0,0,RAV,14,19,3.5,41.5,33,1
2016,13,CIN,4-Dec,1,0,1,PHI,32,14,-2,42,46,0
2016,14,CIN,11-Dec,1,0,0,CLE,23,10,-4.5,42,33,2
2016,15,CIN,18-Dec,0,0,1,PIT,20,24,3,45.5,44,2
2016,16,CIN,24-Dec,0,0,0,HTX,10,12,3,41.5,22,0
2016,17,CIN,1-Jan,1,0,1,RAV,27,10,2.5,40.5,37,2
2016,1,CLE,11-Sep,0,0,0,PHI,10,29,4,41.5,39,0
2016,2,CLE,18-Sep,0,0,1,RAV,20,25,4,42,45,1
2016,3,CLE,25-Sep,0,1,0,MIA,24,30,10,42,54,0
2016,4,CLE,2-Oct,0,0,0,WAS,20,31,7.5,48,51,0
2016,5,CLE,9-Oct,0,0,1,NWE,13,33,10,47.5,46,0
2016,6,CLE,16-Oct,0,0,0,OTI,26,28,7.5,44.5,54,0
2016,7,CLE,23-Oct,0,0,0,CIN,17,31,11,46.5,48,1
2016,8,CLE,30-Oct,0,0,1,NYJ,28,31,2.5,45.5,59,0
2016,9,CLE,6-Nov,0,0,1,DAL,10,35,7,49,45,0
2016,10,CLE,10-Nov,0,0,0,RAV,7,28,7.5,44,35,2
2016,11,CLE,20-Nov,0,0,1,PIT,9,24,8,45.5,33,1
2016,12,CLE,27-Nov,0,0,1,NYG,13,27,6.5,46.5,40,0
2016,14,CLE,11-Dec,0,0,1,CIN,10,23,4.5,42,33,2
2016,15,CLE,18-Dec,0,0,0,BUF,13,33,10.5,43,46,0
2016,16,CLE,24-Dec,1,0,1,SDG,20,17,4.5,45,37,0
2016,17,CLE,1-Jan,0,1,0,PIT,24,27,3,41.5,51,2
2016,1,DAL,11-Sep,0,0,1,NYG,19,20,-1,47.5,39,1
2016,2,DAL,18-Sep,1,0,0,WAS,27,23,3.5,47,50,1
2016,3,DAL,25-Sep,1,0,1,CHI,31,17,-6.5,44.5,48,0
2016,4,DAL,2-Oct,1,0,0,SFO,24,17,-1,44.5,41,0
2016,5,DAL,9-Oct,1,0,1,CIN,28,14,2.5,46,42,0
2016,6,DAL,16-Oct,1,0,0,GNB,30,16,5,47,46,0
2016,8,DAL,30-Oct,1,1,1,PHI,29,23,-5,44,52,1
2016,9,DAL,6-Nov,1,0,0,CLE,35,10,-7,49,45,0
2016,10,DAL,13-Nov,1,0,0,PIT,35,30,3,50.5,65,0
2016,11,DAL,20-Nov,1,0,1,RAV,27,17,-7,44.5,44,0
2016,12,DAL,24-Nov,1,0,1,WAS,31,26,-5.5,53,57,2
2016,13,DAL,1-Dec,1,0,0,MIN,17,15,-3,43.5,32,0
2016,14,DAL,11-Dec,0,0,0,NYG,7,10,-3.5,47,17,2
2016,15,DAL,18-Dec,1,0,1,TAM,26,20,-7,47.5,46,0
2016,16,DAL,26-Dec,1,0,1,DET,42,21,-6.5,46.5,63,0
2016,17,DAL,1-Jan,0,0,0,PHI,13,27,6.5,44,40,2
2016,1,DEN,8-Sep,1,0,1,CAR,21,20,3,40.5,41,0
2016,2,DEN,18-Sep,1,0,1,CLT,34,20,-6,47,54,0
2016,3,DEN,25-Sep,1,0,0,CIN,29,17,3.5,42,46,0
2016,4,DEN,2-Oct,1,0,0,TAM,27,7,-3.5,43,34,0
2016,5,DEN,9-Oct,0,0,1,ATL,16,23,-3.5,44.5,39,0
2016,6,DEN,13-Oct,0,0,0,SDG,13,21,-3,44,34,1
2016,7,DEN,24-Oct,1,0,1,HTX,27,9,-8.5,40,36,0
2016,8,DEN,30-Oct,1,0,1,SDG,27,19,-3.5,43,46,2
2016,9,DEN,6-Nov,0,0,0,RAI,20,30,1,44.5,50,1
2016,10,DEN,13-Nov,1,0,0,NOR,25,23,3,50,48,0
2016,12,DEN,27-Nov,0,1,1,KAN,27,30,-3.5,40,57,1
2016,13,DEN,4-Dec,1,0,0,JAX,20,10,-3.5,38.5,30,0
2016,14,DEN,11-Dec,0,0,0,OTI,10,13,2,44,23,0
2016,15,DEN,18-Dec,0,0,1,NWE,3,16,3,43,19,0
2016,16,DEN,25-Dec,0,0,0,KAN,10,33,3.5,38,43,2
2016,17,DEN,1-Jan,1,0,1,RAI,24,6,-1,40,30,2
2016,1,DET,11-Sep,1,0,0,CLT,39,35,2.5,51,74,0
2016,2,DET,18-Sep,0,0,1,OTI,15,16,-6,48,31,0
2016,3,DET,25-Sep,0,0,0,GNB,27,34,6,47.5,61,1
2016,4,DET,2-Oct,0,0,0,CHI,14,17,-3,48,31,1
2016,5,DET,9-Oct,1,0,1,PHI,24,23,3.5,46,47,0
2016,6,DET,16-Oct,1,0,1,RAM,31,28,-2.5,44,59,0
2016,7,DET,23-Oct,1,0,1,WAS,20,17,1,50,37,0
2016,8,DET,30-Oct,0,0,0,HTX,13,20,1,46.5,33,0
2016,9,DET,6-Nov,1,1,0,MIN,22,16,4.5,42.5,38,1
2016,11,DET,20-Nov,1,0,1,JAX,26,19,-5.5,47,45,0
2016,12,DET,24-Nov,1,0,1,MIN,16,13,-1.5,42,29,2
2016,13,DET,4-Dec,1,0,0,NOR,28,13,6.5,53,41,0
2016,14,DET,11-Dec,1,0,1,CHI,20,17,-7.5,42,37,2
2016,15,DET,18-Dec,0,0,0,NYG,6,17,4,42.5,23,0
2016,16,DET,26-Dec,0,0,0,DAL,21,42,6.5,46.5,63,0
2016,17,DET,1-Jan,0,0,1,GNB,24,31,3.5,50,55,2
2016,1,GNB,11-Sep,1,0,0,JAX,27,23,-3.5,47,50,0
2016,2,GNB,18-Sep,0,0,0,MIN,14,17,-1.5,43,31,1
2016,3,GNB,25-Sep,1,0,1,DET,34,27,-6,47.5,61,1
2016,5,GNB,9-Oct,1,0,1,NYG,23,16,-7,49,39,0
2016,6,GNB,16-Oct,0,0,1,DAL,16,30,-5,47,46,0
2016,7,GNB,20-Oct,1,0,1,CHI,26,10,-7.5,46.5,36,1
2016,8,GNB,30-Oct,0,0,0,ATL,32,33,3,51,65,0
2016,9,GNB,6-Nov,0,0,1,CLT,26,31,-7.5,52,57,0
2016,10,GNB,13-Nov,0,0,0,OTI,25,47,-3,48.5,72,0
2016,11,GNB,20-Nov,0,0,0,WAS,24,42,3,48,66,0
2016,12,GNB,28-Nov,1,0,0,PHI,27,13,4,47,40,0
2016,13,GNB,4-Dec,1,0,1,HTX,21,13,-6.5,44.5,34,0
2016,14,GNB,11-Dec,1,0,1,SEA,38,10,3,47,48,0
2016,15,GNB,18-Dec,1,0,0,CHI,30,27,-4.5,40,57,2
2016,16,GNB,24-Dec,1,0,1,MIN,38,25,-6,44.5,63,2
2016,17,GNB,1-Jan,1,0,0,DET,31,24,-3.5,50,55,2
2016,1,HTX,11-Sep,1,0,1,CHI,23,14,-5.5,43,37,0
2016,2,HTX,18-Sep,1,0,1,KAN,19,12,1,41.5,31,0
2016,3,HTX,22-Sep,0,0,0,NWE,0,27,0,38.5,27,0
2016,4,HTX,2-Oct,1,0,1,OTI,27,20,-4,40,47,1
2016,5,HTX,9-Oct,0,0,0,MIN,13,31,6,39,44,0
2016,6,HTX,16-Oct,1,1,1,CLT,26,23,-3,47.5,49,1
2016,7,HTX,24-Oct,0,0,0,DEN,9,27,8.5,40,36,0
2016,8,HTX,30-Oct,1,0,1,DET,20,13,-1,46.5,33,0
2016,10,HTX,13-Nov,1,0,0,JAX,24,21,3,42,45,1
2016,11,HTX,21-Nov,0,0,0,RAI,20,27,6.5,45.5,47,0
2016,12,HTX,27-Nov,0,0,1,SDG,13,21,2.5,45.5,34,0
2016,13,HTX,4-Dec,0,0,0,GNB,13,21,6.5,44.5,34,0
2016,14,HTX,11-Dec,1,0,0,CLT,22,17,6.5,47.5,39,2
2016,15,HTX,18-Dec,1,0,1,JAX,21,20,-3.5,39.5,41,2
2016,16,HTX,24-Dec,1,0,1,CIN,12,10,-3,41.5,22,0
2016,17,HTX,1-Jan,0,0,0,OTI,17,24,3,41.5,41,2
2016,1,CLT,11-Sep,0,0,1,DET,35,39,-2.5,51,74,0
2016,2,CLT,18-Sep,0,0,0,DEN,20,34,6,47,54,0
2016,3,CLT,25-Sep,1,0,1,SDG,26,22,-1.5,51.5,48,0
2016,4,CLT,2-Oct,0,0,0,JAX,27,30,-1,48,57,1
2016,5,CLT,9-Oct,1,0,1,CHI,29,23,-4,47.5,52,0
2016,6,CLT,16-Oct,0,1,0,HTX,23,26,3,47.5,49,1
2016,7,CLT,23-Oct,1,0,0,OTI,34,26,4,48,60,1
2016,8,CLT,30-Oct,0,0,1,KAN,14,30,3,50.5,44,0
2016,9,CLT,6-Nov,1,0,0,GNB,31,26,7.5,52,57,0
2016,11,CLT,20-Nov,1,0,1,OTI,24,17,-3,53.5,41,2
2016,12,CLT,24-Nov,0,0,1,PIT,7,28,8,50,35,0
2016,13,CLT,5-Dec,1,0,0,NYJ,41,10,1,48.5,51,0
2016,14,CLT,11-Dec,0,0,1,HTX,17,22,-6.5,47.5,39,2
2016,15,CLT,18-Dec,1,0,0,MIN,34,6,5,44.5,40,0
2016,16,CLT,24-Dec,0,0,0,RAI,25,33,3.5,52,58,0
2016,17,CLT,1-Jan,1,0,1,JAX,24,20,-5.5,48.5,44,2
2016,1,JAX,11-Sep,0,0,1,GNB,23,27,3.5,47,50,0
2016,2,JAX,18-Sep,0,0,0,SDG,14,38,3,47.5,52,0
2016,3,JAX,25-Sep,0,0,1,RAV,17,19,2.5,45,36,0
2016,4,JAX,2-Oct,1,0,1,CLT,30,27,1,48,57,1
2016,6,JAX,16-Oct,1,0,0,CHI,17,16,2.5,46,33,0
2016,7,JAX,23-Oct,0,0,1,RAI,16,33,-2,47.5,49,0
2016,8,JAX,27-Oct,0,0,0,OTI,22,36,3,43.5,58,1
2016,9,JAX,6-Nov,0,0,0,KAN,14,19,7,42.5,33,0
2016,10,JAX,13-Nov,0,0,1,HTX,21,24,-3,42,45,1
2016,11,JAX,20-Nov,0,0,0,DET,19,26,5.5,47,45,0
2016,12,JAX,27-Nov,0,0,0,BUF,21,28,8.5,43.5,49,0
2016,13,JAX,4-Dec,0,0,1,DEN,10,20,3.5,38.5,30,0
2016,14,JAX,11-Dec,0,0,1,MIN,16,25,3,38,41,0
2016,15,JAX,18-Dec,0,0,0,HTX,20,21,3.5,39.5,41,2
2016,16,JAX,24-Dec,1,0,1,OTI,38,17,4,44,55,2
2016,17,JAX,1-Jan,0,0,0,CLT,20,24,5.5,48.5,44,2
2016,1,KAN,11-Sep,1,1,1,SDG,33,27,-6.5,45.5,60,1
2016,2,KAN,18-Sep,0,0,0,HTX,12,19,-1,41.5,31,0
2016,3,KAN,25-Sep,1,0,1,NYJ,24,3,-3,44.5,27,0
2016,4,KAN,2-Oct,0,0,0,PIT,14,43,3,48,57,0
2016,6,KAN,16-Oct,1,0,0,RAI,26,10,-1,46.5,36,1
2016,7,KAN,23-Oct,1,0,1,NOR,27,21,-7,51.5,48,0
2016,8,KAN,30-Oct,1,0,0,CLT,30,14,-3,50.5,44,0
2016,9,KAN,6-Nov,1,0,1,JAX,19,14,-7,42.5,33,0
2016,10,KAN,13-Nov,1,0,0,CAR,20,17,3,44,37,0
2016,11,KAN,20-Nov,0,0,1,TAM,17,19,-7,45,36,0
2016,12,KAN,27-Nov,1,1,0,DEN,30,27,3.5,40,57,1
2016,13,KAN,4-Dec,1,0,0,ATL,29,28,5,50,57,0
2016,14,KAN,8-Dec,1,0,1,RAI,21,13,-3.5,46,34,2
2016,15,KAN,18-Dec,0,0,1,OTI,17,19,-6,43,36,0
2016,16,KAN,25-Dec,1,0,1,DEN,33,10,-3.5,38,43,2
2016,17,KAN,1-Jan,1,0,0,SDG,37,27,-5.5,45,64,2
2016,1,SDG,11-Sep,0,1,0,KAN,27,33,6.5,45.5,60,1
2016,2,SDG,18-Sep,1,0,1,JAX,38,14,-3,47.5,52,0
2016,3,SDG,25-Sep,0,0,0,CLT,22,26,1.5,51.5,48,0
2016,4,SDG,2-Oct,0,0,1,NOR,34,35,-3.5,54,69,0
2016,5,SDG,9-Oct,0,0,0,RAI,31,34,3.5,50.5,65,1
2016,6,SDG,13-Oct,1,0,1,DEN,21,13,3,44,34,1
2016,7,SDG,23-Oct,1,1,0,ATL,33,30,4.5,52.5,63,0
2016,8,SDG,30-Oct,0,0,0,DEN,19,27,3.5,43,46,2
2016,9,SDG,6-Nov,1,0,1,OTI,43,35,-3.5,47.5,78,0
2016,10,SDG,13-Nov,0,0,1,MIA,24,31,-4,48.5,55,0
2016,12,SDG,27-Nov,1,0,0,HTX,21,13,-2.5,45.5,34,0
2016,13,SDG,4-Dec,0,0,1,TAM,21,28,-3.5,49,49,0
2016,14,SDG,11-Dec,0,0,0,CAR,16,28,1,48.5,44,0
2016,15,SDG,18-Dec,0,0,1,RAI,16,19,2.5,49.5,35,2
2016,16,SDG,24-Dec,0,0,0,CLE,17,20,-4.5,45,37,0
2016,17,SDG,1-Jan,0,0,1,KAN,27,37,5.5,45,64,2
2016,1,RAM,12-Sep,0,0,0,SFO,0,28,-2.5,43,28,1
2016,2,RAM,18-Sep,1,0,1,SEA,9,3,5.5,38,12,1
2016,3,RAM,25-Sep,1,0,0,TAM,37,32,3.5,40.5,69,0
2016,4,RAM,2-Oct,1,0,0,CRD,17,13,10,43.5,30,1
2016,5,RAM,9-Oct,0,0,1,BUF,19,30,2.5,41.5,49,0
2016,6,RAM,16-Oct,0,0,0,DET,28,31,2.5,44,59,0
2016,7,RAM,23-Oct,0,0,1,NYG,10,17,2.5,44.5,27,0
2016,9,RAM,6-Nov,0,0,1,CAR,10,13,3,44.5,23,0
2016,10,RAM,13-Nov,1,0,0,NYJ,9,6,-1,39,15,0
2016,11,RAM,20-Nov,0,0,1,MIA,10,14,-1,39,24,0
2016,12,RAM,27-Nov,0,0,0,NOR,21,49,8,45,70,0
2016,13,RAM,4-Dec,0,0,0,NWE,10,26,13,44.5,36,0
2016,14,RAM,11-Dec,0,0,1,ATL,14,42,4.5,44,56,0
2016,15,RAM,15-Dec,0,0,0,SEA,3,24,15,39.5,27,2
2016,16,RAM,24-Dec,0,0,1,SFO,21,22,-6,39.5,43,2
2016,17,RAM,1-Jan,0,0,1,CRD,6,44,7,39,50,2
2016,1,RAI,11-Sep,1,0,0,NOR,35,34,2.5,50,69,0
2016,2,RAI,18-Sep,0,0,1,ATL,28,35,-4,47.5,63,0
2016,3,RAI,25-Sep,1,0,0,OTI,17,10,-1.5,47,27,0
2016,4,RAI,2-Oct,1,0,0,RAV,28,27,3.5,45,55,0
2016,5,RAI,9-Oct,1,0,1,SDG,34,31,-3.5,50.5,65,1
2016,6,RAI,16-Oct,0,0,1,KAN,10,26,1,46.5,36,1
2016,7,RAI,23-Oct,1,0,0,JAX,33,16,2,47.5,49,0
2016,8,RAI,30-Oct,1,1,0,TAM,30,24,1,48,54,0
2016,9,RAI,6-Nov,1,0,1,DEN,30,20,-1,44.5,50,1
2016,11,RAI,21-Nov,1,0,1,HTX,27,20,-6.5,45.5,47,0
2016,12,RAI,27-Nov,1,0,1,CAR,35,32,-3.5,48.5,67,0
2016,13,RAI,4-Dec,1,0,1,BUF,38,24,-3,48.5,62,0
2016,14,RAI,8-Dec,0,0,0,KAN,13,21,3.5,46,34,2
2016,15,RAI,18-Dec,1,0,0,SDG,19,16,-2.5,49.5,35,2
2016,16,RAI,24-Dec,1,0,1,CLT,33,25,-3.5,52,58,0
2016,17,RAI,1-Jan,0,0,0,DEN,6,24,1,40,30,2
2016,1,MIA,11-Sep,0,0,0,SEA,10,12,10.5,43.5,22,0
2016,2,MIA,18-Sep,0,0,0,NWE,24,31,5.5,42,55,1
2016,3,MIA,25-Sep,1,1,1,CLE,30,24,-10,42,54,0
2016,4,MIA,29-Sep,0,0,0,CIN,7,22,7.5,46,29,0
2016,5,MIA,9-Oct,0,0,1,OTI,17,30,-2.5,44.5,47,0
2016,6,MIA,16-Oct,1,0,1,PIT,30,15,7.5,49.5,45,0
2016,7,MIA,23-Oct,1,0,1,BUF,28,25,2.5,46,53,1
2016,9,MIA,6-Nov,1,0,1,NYJ,27,23,-3.5,45,50,1
2016,10,MIA,13-Nov,1,0,0,SDG,31,24,4,48.5,55,0
2016,11,MIA,20-Nov,1,0,0,RAM,14,10,1,39,24,0
2016,12,MIA,27-Nov,1,0,1,SFO,31,24,-7.5,44.5,55,0
2016,13,MIA,4-Dec,0,0,0,RAV,6,38,3.5,41.5,44,0
2016,14,MIA,11-Dec,1,0,1,CRD,26,23,2,44,49,0
