Season,Week,Team,Day,Date,Win,OT,Home,Opp,Off_Pts,Def_Pts,G,Spread,Total
2023,4,SFO,Sun,October 1,1,0,1,CRD,35,16,4,-16.5,44.5
2023,5,SFO,Sun,October 8,1,0,1,DAL,42,10,5,-3.5,45.0
2023,6,SFO,Sun,October 15,0,0,0,CLE,17,19,6,-9.5,35.5
2023,7,SFO,Mon,October 23,0,0,0,MIN,17,22,7,-7.0,44.0
2023,8,SFO,Sun,October 29,0,0,1,CIN,17,31,8,-4.5,44.5
2023,10,SFO,Sun,November 12,1,0,0,JAX,34,3,9,-3.0,44.5
2023,11,SFO,Sun,November 19,1,0,1,TAM,27,14,10,-13.0,41.0
2023,12,SFO,Thu,November 23,1,0,0,SEA,31,13,11,-7.5,43.5
2023,13,SFO,Sun,December 3,1,0,0,PHI,42,19,12,-3.0,48.0
2023,14,SFO,Sun,December 10,1,0,1,SEA,28,16,13,-13.5,46.5
2023,15,SFO,Sun,December 17,1,0,0,CRD,45,29,14,-12.0,48.5
2023,16,SFO,Mon,December 25,0,0,1,RAV,19,33,15,-6.0,46.5
2023,17,SFO,Sun,December 31,1,0,0,WAS,27,10,16,-14.0,49.5
2023,18,SFO,Sun,January 7,0,0,1,RAM,20,21,17,-4.0,41.0
2023,1,TAM,Sun,September 10,1,0,0,MIN,20,17,1,4.5,45.5
2023,2,TAM,Sun,September 17,1,0,1,CHI,27,17,2,-2.5,42.0
2023,3,TAM,Mon,September 25,0,0,1,PHI,11,25,3,6.0,44.0
2023,4,TAM,Sun,October 1,1,0,0,NOR,26,9,4,4.5,41.0
2023,6,TAM,Sun,October 15,0,0,1,DET,6,20,5,3.0,43.5
2023,7,TAM,Sun,October 22,0,0,1,ATL,13,16,6,-3.0,37.5
2023,8,TAM,Thu,October 26,0,0,0,BUF,18,24,7,10.0,43.5
2023,9,TAM,Sun,November 5,0,0,0,HTX,37,39,8,2.5,36.5
2023,10,TAM,Sun,November 12,1,0,1,OTI,20,6,9,-2.5,38.5
2023,11,TAM,Sun,November 19,0,0,0,SFO,14,27,10,13.0,41.0
2023,12,TAM,Sun,November 26,0,0,0,CLT,20,27,11,2.5,45.5
2023,13,TAM,Sun,December 3,1,0,1,CAR,21,18,12,-3.5,36.5
2023,14,TAM,Sun,December 10,1,0,0,ATL,29,25,13,1.0,41.0
2023,15,TAM,Sun,December 17,1,0,0,GNB,34,20,14,3.5,42.5
2023,16,TAM,Sun,December 24,1,0,1,JAX,30,12,15,1.0,43.5
2023,17,TAM,Sun,December 31,0,0,1,NOR,13,23,16,-2.5,42.0
2023,18,TAM,Sun,January 7,1,0,0,CAR,9,0,17,-4.0,37.0
2023,1,OTI,Sun,September 10,0,0,0,NOR,15,16,1,3.0,41.5
2023,2,OTI,Sun,September 17,1,1,1,SDG,27,24,2,2.5,45.5
2023,3,OTI,Sun,September 24,0,0,0,CLE,3,27,3,3.5,38.0
2023,4,OTI,Sun,October 1,1,0,1,CIN,27,3,4,2.5,41.5
2023,5,OTI,Sun,October 8,0,0,0,CLT,16,23,5,-2.5,43.5
2023,6,OTI,Sun,October 15,0,0,1,RAV,16,24,6,5.0,42.5
2023,8,OTI,Sun,October 29,1,0,1,ATL,28,23,7,2.5,35.5
2023,9,OTI,Thu,November 2,0,0,0,PIT,16,20,8,3.0,36.5
2023,10,OTI,Sun,November 12,0,0,0,TAM,6,20,9,2.5,38.5
2023,11,OTI,Sun,November 19,0,0,0,JAX,14,34,10,6.5,40.0
2023,12,OTI,Sun,November 26,1,0,1,CAR,17,10,11,-3.5,36.5
2023,13,OTI,Sun,December 3,0,1,1,CLT,28,31,12,1.0,42.0
2023,14,OTI,Mon,December 11,1,0,0,MIA,28,27,13,13.5,46.5
2023,15,OTI,Sun,December 17,0,1,1,HTX,16,19,14,-3.0,37.0
2023,16,OTI,Sun,December 24,0,0,1,SEA,17,20,15,3.5,41.5
2023,17,OTI,Sun,December 31,0,0,0,HTX,3,26,16,4.0,44.0
2023,18,OTI,Sun,January 7,1,0,1,JAX,28,20,17,4.0,41.5
2023,1,WAS,Sun,September 10,1,0,1,CRD,20,16,1,-6.5,38.5
2023,2,WAS,Sun,September 17,1,0,0,DEN,35,33,2,4.0,38.5
2023,3,WAS,Sun,September 24,0,0,1,BUF,3,37,3,4.5,43.5
2023,4,WAS,Sun,October 1,0,1,0,PHI,31,34,4,9.5,43.0
2023,5,WAS,Thu,October 5,0,0,1,CHI,20,40,5,-6.0,44.5
2023,6,WAS,Sun,October 15,1,0,0,ATL,24,16,6,1.5,41.5
2023,7,WAS,Sun,October 22,0,0,0,NYG,7,14,7,-3.0,36.5
2023,8,WAS,Sun,October 29,0,0,1,PHI,31,38,8,6.5,42.5
2023,9,WAS,Sun,November 5,1,0,0,NWE,20,17,9,2.5,40.5
2023,10,WAS,Sun,November 12,0,0,0,SEA,26,29,10,5.5,44.5
2023,11,WAS,Sun,November 19,0,0,1,NYG,19,31,11,-9.0,38.0
2023,12,WAS,Thu,November 23,0,0,0,DAL,10,45,12,13.5,48.5
2023,13,WAS,Sun,December 3,0,0,1,MIA,15,45,13,9.0,49.5
2023,15,WAS,Sun,December 17,0,0,0,RAM,20,28,14,6.5,50.5
2023,16,WAS,Sun,December 24,0,0,0,NYJ,28,30,15,3.0,37.5
2023,17,WAS,Sun,December 31,0,0,1,SFO,10,27,16,14.0,49.5
2023,18,WAS,Sun,January 7,0,0,1,DAL,10,38,17,13.0,46.5
