Season,G#,Team,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2023,11,SEA,SFO,7.5,43.5,"L, 13-31",Lost,Over
2023,12,SEA,@DAL,9.5,47.0,"L, 35-41",Won,Over
2023,13,SEA,@SFO,13.5,46.5,"L, 16-28",Won,Under
2023,14,SEA,PHI,3.0,45.0,"W, 20-17",Won,Under
2023,15,SEA,@TEN,-3.5,41.5,"W, 20-17",Lost,Under
2023,16,SEA,PIT,-4.5,40.5,"L, 23-30",Lost,Over
2023,17,SEA,@ARI,-3.0,47.5,"W, 21-20",Lost,Under
2023,1,SFO,@PIT,-1.5,41.5,"W, 30-7",Won,Under
2023,2,SFO,@LAR,-7.5,44.5,"W, 30-23",Lost,Over
2023,3,SFO,NYG,-10.5,43.5,"W, 30-12",Won,Under
2023,4,SFO,ARI,-16.5,44.5,"W, 35-16",Won,Over
2023,5,SFO,DAL,-3.5,45.0,"W, 42-10",Won,Over
2023,6,SFO,@CLE,-9.5,35.5,"L, 17-19",Lost,Over
2023,7,SFO,@MIN,-7.0,44.0,"L, 17-22",Lost,Under
2023,8,SFO,CIN,-4.5,44.5,"L, 17-31",Lost,Over
2023,9,SFO,@JAX,-3.0,44.5,"W, 34-3",Won,Under
2023,10,SFO,TAM,-13.0,41.0,"W, 27-14",Push,Push
2023,11,SFO,@SEA,-7.5,43.5,"W, 31-13",Won,Over
2023,12,SFO,@PHI,-3.0,48.0,"W, 42-19",Won,Over
2023,13,SFO,SEA,-13.5,46.5,"W, 28-16",Lost,Under
2023,14,SFO,@ARI,-12.0,48.5,"W, 45-29",Won,Over
2023,15,SFO,BAL,-6.0,46.5,"L, 19-33",Lost,Over
2023,16,SFO,@WAS,-14.0,49.5,"W, 27-10",Won,Under
2023,17,SFO,LAR,-4.0,41.0,"L, 20-21",Lost,Push
2023,18,SFO,GNB,-10.0,50.5,"W, 24-21",Lost,Under
2023,19,SFO,DET,-7.0,51.5,"W, 34-31",Lost,Over
2023,20,SFO,KAN,-2.0,47.5,"L, 22-25",Lost,Under
2023,1,TAM,@MIN,4.5,45.5,"W, 20-17",Won,Under
2023,2,TAM,CHI,-2.5,42.0,"W, 27-17",Won,Over
2023,3,TAM,PHI,6.0,44.0,"L, 11-25",Lost,Under
2023,4,TAM,@NOR,4.5,41.0,"W, 26-9",Won,Under
2023,5,TAM,DET,3.0,43.5,"L, 6-20",Lost,Under
2023,6,TAM,ATL,-3.0,37.5,"L, 13-16",Lost,Under
2023,7,TAM,@BUF,10.0,43.5,"L, 18-24",Won,Under
2023,8,TAM,@HOU,2.5,36.5,"L, 37-39",Won,Over
2023,9,TAM,TEN,-2.5,38.5,"W, 20-6",Won,Under
2023,10,TAM,@SFO,13.0,41.0,"L, 14-27",Push,Push
2023,11,TAM,@IND,2.5,45.5,"L, 20-27",Lost,Over
2023,12,TAM,CAR,-3.5,36.5,"W, 21-18",Lost,Over
2023,13,TAM,@ATL,1.0,41.0,"W, 29-25",Won,Over
2023,14,TAM,@GNB,3.5,42.5,"W, 34-20",Won,Over
2023,15,TAM,JAX,1.0,43.5,"W, 30-12",Won,Under
2023,16,TAM,NOR,-2.5,42.0,"L, 13-23",Lost,Under
2023,17,TAM,@CAR,-4.0,37.0,"W, 9-0",Won,Under
2023,18,TAM,PHI,3.0,43.0,"W, 32-9",Won,Under
2023,19,TAM,@DET,6.0,49.0,"L, 23-31",Lost,Over
2023,1,OTI,@NOR,3.0,41.5,"L, 15-16",Won,Under
2023,2,OTI,LAC,2.5,45.5,"W, 27-24",Won,Over
2023,3,OTI,@CLE,3.5,38.0,"L, 3-27",Lost,Under
2023,4,OTI,CIN,2.5,41.5,"W, 27-3",Won,Under
2023,5,OTI,@IND,-2.5,43.5,"L, 16-23",Lost,Under
2023,6,OTI,BAL,5.0,42.5,"L, 16-24",Lost,Under
2023,7,OTI,ATL,2.5,35.5,"W, 28-23",Won,Over
2023,8,OTI,@PIT,3.0,36.5,"L, 16-20",Lost,Under
2023,9,OTI,@TAM,2.5,38.5,"L, 6-20",Lost,Under
2023,10,OTI,@JAX,6.5,40.0,"L, 14-34",Lost,Over
2023,11,OTI,CAR,-3.5,36.5,"W, 17-10",Won,Under
2023,12,OTI,IND,1.0,42.0,"L, 28-31",Lost,Over
2023,13,OTI,@MIA,13.5,46.5,"W, 28-27",Won,Over
2023,14,OTI,HOU,-3.0,37.0,"L, 16-19",Lost,Under
2023,15,OTI,SEA,3.5,41.5,"L, 17-20",Won,Under
2023,16,OTI,@HOU,4.0,44.0,"L, 3-26",Lost,Under
2023,17,OTI,JAX,4.0,41.5,"W, 28-20",Won,Over
2023,1,WAS,ARI,-6.5,38.5,"W, 20-16",Lost,Under
2023,2,WAS,@DEN,4.0,38.5,"W, 35-33",Won,Over
2023,3,WAS,BUF,4.5,43.5,"L, 3-37",Lost,Under
2023,4,WAS,@PHI,9.5,43.0,"L, 31-34",Won,Over
2023,5,WAS,CHI,-6.0,44.5,"L, 20-40",Lost,Over
2023,6,WAS,@ATL,1.5,41.5,"W, 24-16",Won,Under
2023,7,WAS,@NYG,-3.0,36.5,"L, 7-14",Lost,Under
2023,8,WAS,PHI,6.5,42.5,"L, 31-38",Lost,Over
2023,9,WAS,@NWE,2.5,40.5,"W, 20-17",Won,Under
2023,10,WAS,@SEA,5.5,44.5,"L, 26-29",Won,Over
2023,11,WAS,NYG,-9.0,38.0,"L, 19-31",Lost,Over
2023,12,WAS,@DAL,13.5,48.5,"L, 10-45",Lost,Over
2023,13,WAS,MIA,9.0,49.5,"L, 15-45",Lost,Over
2023,14,WAS,@LAR,6.5,50.5,"L, 20-28",Lost,Under
2023,15,WAS,@NYJ,3.0,37.5,"L, 28-30",Won,Over
2023,16,WAS,SFO,14.0,49.5,"L, 10-27",Lost,Under
2023,17,WAS,DAL,13.0,46.5,"L, 10-38",Lost,Over
